nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas,Motivo
"Luis Linares Vargas",4567988,8,Luisvargas@@edubus.cal,luis8035,Eotk45vz50x,"+56 2 4537 0040",5351,68894,"Cena de Trabajo",598711,2025-12-08,1125000,9,"Mail Invalido!"
,,,Silviazelaya@@edubus.cal,,7U0rsJzyfI3fm,"+56 2 6732 4310",1509,71788,"Cena de Trabajo",598713,2025-11-18,,1,"Campo vacio"
"Victoria Brito Saiz",10597350,0,vibrsa@outluc.ceele,Victoriasaiz,w5igE8GHS,"+56 9 7514 6648",3719,62248,"Cena de Trabajo",598727,2025-01-18,-312000,3,"Mail Invalido!"
"Sra. Teodoro Villalobos Espino",1735456,6,sra.1448@@tourket.com,srtevies,gn143v9G9Pikx5zA,+56-9-7636-2409,4226,63191,"Salida con Amigos",598779,2025-05-30,656000,4,"Mail Invalido!"
"Yolanda Anguiano Regalado",,3,,,XD5sLtXf,"+56 2 5677 4390",7263,61974,,598784,2025-01-20,1940000,,"Campo vacio"
"Mayte Partida Sanches",8005720,2,mayte3569@@marmol.com,mapasa,aZ6Qak0R,+56-2-3024-0476,1973,63831,"Salida con Amigos",598837,2025-08-12,950000,5,"Mail Invalido!"
"Esperanza Portillo Lira",26411475,6,espoli@wass.ceele,espoli,0RpDXwZS,"+56 9 1981 1828",5826,61395,"Salida con Familia",598841,2025/05/25,550000,2,"Mail Invalido!"
"Tomás Ramírez Rincón",8787133,,TomOesrincOIn@@marmol.com,torari,,,,68437,Vacaciones,598844,2025/07/17,-1400000,,"Campo vacio"
"Timoteo Alonzo Delagarza",13645087,5,,Timoteodelagarza,,+56-2-1126-4796,6438,66118,"Salida con Familia",598858,,,,"Campo vacio"
"Samuel Ornelas Holguín",12486145,4,samuel9282@wass.ceele,saorho,oI7yKjO1s,"+56 9 3328 9551",5976,69086,Aniversario,598859,2025/04/09,1239000,7,"Mail Invalido!"
"Sr. Alfredo Rosario Medrano",,,Sr.medrano@@marmol.com,sralrome,VlUaTl93qp,"+56 9 8092 5511",3502,71621,,598873,,,1,"Campo vacio"
,20.432.745,,mariano4560@@viajesanma.com,mariig,I7Y4KynxOn,,,65358,"Salida con Familia",598904,,168000,4,"Campo vacio"
"Norma Méndez Olivo",28.215.990,2,nomOool@viajesanma.ceele,Normaolivo,EOvOjPaAUL9J,"+56 2 4206 5844",5512,67282,Aniversario,598970,2025/04/19,1458000,9,"Mail Invalido!"
"Maricarmen Guevara Ureña",15.205.839,0,maguur@@viajesanma.com,maguur,J1qdX4P0i,"+56 9 8803 0214",2472,67340,Vacaciones,598994,2025/06/18,1225000,7,"Mail Invalido!"
"Maricarmen Suárez Figueroa",2927898,9,Maricarmenfigueroa@outluc.ceele,Maricarmenfigueroa,kv01mjAIrRKq,"+56 9 7087 8309",5301,71398,Vacaciones,598997,2025-12-09,344000,4,"Mail Invalido!"
"Federico Batista Molina",27578273,4,febamo@@marmol.com,federico609,1mEzNp2hxuI7,+56-2-2186-6241,1432,64923,Aniversario,599018,2025/04/28,348000,4,"Mail Invalido!"
"Inés Barrios Valadez",16842522,8,InOosvaladez@wass.ceele,Inésvaladez,Zi1HVOizKFq,"+56 2 6874 5789",4964,63145,Vacaciones,599027,2025-11-15,176000,1,"Mail Invalido!"
"Rebeca Tamayo Guevara",22908413,5,retagu@viajesanma.ceele,rebeca7894,p5GPORhbgf,"+56 2 3480 5817",7730,72068,Vacaciones,599038,2025-01-11,1930000,10,"Mail Invalido!"
"Barbara Solano Meléndez",6403474,0,BarbaramelOondez@marmol.ceele,basome,tCwiQTI2VP12WKu,+56-2-7861-4371,4697,63379,Aniversario,599052,2026-01-08,-352000,2,"Mail Invalido!"
"Jorge Luis Campos Rodrígez",9.506.282,2,JorgerodrOAgez@edubus.ceele,Jorgerodrígez,g0mucJtoY8wsA,"+56 9 8491 9137",4861,68895,Vacaciones,599060,2026-04-19,546000,7,"Mail Invalido!"
"Agustín Orosco Benavides",9303055,9,,Agustínbenavides,YP0NwZZ90ah47h,,,,Aniversario,,2026/01/09,1072000,8,"Campo vacio"
"Lucas Berríos Sierra",,,lubesi@tourket.com,lubesi,hvNYh2ixc0k2T,"+56 9 4961 6476",,,"Salida con Familia",,2025/01/14,2968000,7,"Campo vacio"
"Sr. Ester Montes Esquivel",25067777,4,sr.8640@tourket.ceele,sr.2244,HlpwI3DZMG3,"+56 9 7474 5184",7068,66194,"Cena de Trabajo",599091,2025-04-22,608000,8,"Mail Invalido!"
"Adán Escamilla Carrillo",10158080,6,,,,"+56 9 4359 0067",,71097,"Salida con Familia",599093,,1734000,6,"Campo vacio"
"Sr. Alberto Gaytán Munguía",29122289,7,sr.5349@wass.ceele,Sr.munguía,NZ0TsGFoirkOws,"+56 2 1369 9890",2334,71811,"Salida con Familia",599116,2025-05-09,669000,3,"Mail Invalido!"
"Concepción Montoya Burgos",12071539,9,comobu@tourket.ceele,comobu,Dq5tRQdAziIyEV9V,"+56 2 0524 2571",1138,61418,"Cena de Trabajo",599127,2025-07-23,1764000,9,"Mail Invalido!"
"Ana María Adame Salgado",19984816,,anmaadsa@edubus.cal,anmaadsa,Duj9J1PQf,,9000,,,,2026-07-29,472000,4,"Campo vacio"
"José María Preciado Frías",19639489,,,jomaprfr,,"+56 2 1025 7783",3622,61511,"Salida con Familia",599182,,-2316000,,"Campo vacio"
"Sra. Arturo Samaniego Alanis",23.855.919,7,Sra.alanis@@marmol.com,sra.5438,,"+56 9 8022 6575",,71487,,,2025/03/29,462000,,"Campo vacio"
"María Teresa Tejada Téllez",3753365,3,matetetOo@marmol.ceele,mateteté,aIvVl3vKp53CobNi,+56-9-6873-5477,9767,61387,"Salida con Amigos",599217,2026-01-12,512000,4,"Mail Invalido!"
"Cristian Borrego Estévez",10796290,5,crboes@@tourket.com,Cristianestévez,WyIuDFNOtF4QFg,"+56 9 8361 3493",8976,67600,"Salida con Familia",599218,2025-06-28,3008000,8,"Mail Invalido!"
"Florencia Miramontes Orosco",4584211,8,flmior@marmol.com,,G96wttvUlTPc94,,,68625,,599236,2025-02-14,382000,,"Campo vacio"
,20816747,2,MarOAagalarza@marmol.com,maría1755,,,,66691,Vacaciones,599256,,118000,1,"Campo vacio"
"Leticia Pacheco Montoya",2115466,0,lepamo@wass.ceele,lepamo,LMwmXeTCww6,"+56 2 5735 6933",4422,68709,Aniversario,599272,2026-04-16,296000,2,"Mail Invalido!"
"Pedro Niño Guardado",28649781,0,Pedroguardado@wass.ceele,Pedroguardado,pz2VHTXai9qmtE,+56-9-8130-5286,4998,67450,"Salida con Amigos",599275,2025-03-15,693000,9,"Mail Invalido!"
"Sr. Ana Luisa Cintrón Rodríquez",29706989,6,sranluciro@wass.ceele,sranluciro,ncrDx5KfCO2,"+56 9 6837 5229",4589,72037,Aniversario,599297,2026-02-01,1100000,4,"Mail Invalido!"
"Sr. Vicente Armendáriz Alva",5828697,4,Sr.alva@wass.ceele,Sr.alva,OPq5Z0oC,+56-2-5147-9399,6040,67848,Vacaciones,599310,2025-08-13,1064000,8,"Mail Invalido!"
"Florencia Ulloa Ceja",9323440,5,florencia7109@@wass.com,Florenciaceja,GeZ5CipJa7eB,"+56 9 1599 5192",7218,63156,"Salida con Amigos",599358,2025-02-11,1561000,7,"Mail Invalido!"
"Jesús Hernández Carrasco",23.197.036,3,JesOUscarrasco@wass.ceele,jeheca,,,,,Vacaciones,599375,2025/04/09,,5,"Campo vacio"
"Emilia Sarabia Montoya",12436803,0,emsamo@@wass.com,emsamo,CMWEzD0v0dIs1,"+56 9 8298 1950",7237,64304,"Cena de Trabajo",599390,2026-04-25,1970000,10,"Mail Invalido!"
,25545009,3,,srviotca,gBKR3mSw6,,8096,,,599398,2025-09-23,170000,5,"Campo vacio"
"Javier Gaytán Fernández",5346510,2,javier4427@edubus.ceele,jagafe,vhe42AU60zNZ,+56-9-0920-7943,4376,68273,Aniversario,599428,2025-09-05,2888000,8,"Mail Invalido!"
"Javier Gaytán Fernández",5346510,2,,jagafe,,"+56 9 0920 7943",4376,,Aniversario,599429,,504000,,"Campo vacio"
,,,Claudiavalles@tourket.com,,VOMMIQ4g,,5292,68633,"Cena de Trabajo",599435,2025-05-04,2502000,6,"Campo vacio"
"Sr. Blanca Aranda Córdova",20717282,0,srblarcOI@edubus.ceele,sr.5405,zWb2QhUE,+56-9-7618-0235,2653,65532,"Cena de Trabajo",599456,2025-11-08,180000,6,"Mail Invalido!"
"Sr. Blanca Aranda Córdova",20.717.282,0,srblarcOI@edubus.ceele,sr.5405,zWb2QhUE,"+56 9 7618 0235",2653,65532,"Cena de Trabajo",599457,2025-09-11,1614000,6,"Mail Invalido!"
"Jorge Laboy Salcido",26842933,6,jorge2902@tourket.ceele,jorge9830,Z0BPAf0ogyzOixD,"+56 9 3426 6612",2717,63781,"Cena de Trabajo",599465,2025-02-13,140000,1,"Mail Invalido!"
"Sta. Federico Ozuna Reyna",,,Sta.reyna@wass.com,sta.7581,oZHP9oe0,+56-2-2556-8027,1544,,,599484,2026-06-06,,6,"Campo vacio"
"Sr. Marco Antonio Valentín Calderón",15570175,7,sr.6319@edubus.ceele,Sr.calderón,KmoI9N3GXlhkE2,"+56 2 5097 5705",5438,62279,"Salida con Amigos",599500,2026/01/17,1870000,10,"Mail Invalido!"
"Antonia Lugo Alcala",9472950,5,Antoniaalcala@edubus.ceele,antonia9859,USuEtUh3I,"+56 2 3479 5005",7132,67657,Aniversario,599533,2026-02-20,876000,3,"Mail Invalido!"
,6186433,4,MOInicacervOentez@edubus.cal,mónica2882,,+56-2-7838-1572,2171,,Vacaciones,,2025-06-13,,1,"Campo vacio"
"Roberto Sánchez Madrigal",6006612,4,roberto4179@edubus.ceele,Robertomadrigal,1lOCmv0slF,+56-9-1341-6091,3004,65765,Aniversario,599585,2025-01-10,-275000,5,"Mail Invalido!"
,,3,Octavioornelas@marmol.com,octavio8289,,+56-9-8456-5134,8675,63897,"Salida con Familia",,2025-05-05,56000,,"Campo vacio"
"Alejandro Valenzuela Perales",26587448,7,Alejandroperales@tourket.ceele,alejandro8143,OQLIlQo2ygO0E,"+56 9 2205 3687",5204,64469,"Salida con Familia",599617,2025-08-15,798000,6,"Mail Invalido!"
,17290096,8,beongr@tourket.com,,iDppU0QmvUMe,"+56 2 4067 6475",6093,,,599626,2025-02-02,,9,"Campo vacio"
"Isabel Paredes Espinoza",7223472,3,Isabelespinoza@@outluc.com,Isabelespinoza,cjuVy4gOvh53kF,"+56 9 0941 3624",7622,65366,"Salida con Familia",599639,2026-01-03,-776000,4,"Mail Invalido!"
"Carlos Córdova Rodríguez",1061618,2,carlos4424@wass.ceele,cacóro,K9ZEHGA6ceZwUxLt,"+56 2 5606 2866",9635,68454,"Salida con Familia",599651,2025-09-02,3880000,10,"Mail Invalido!"
"Inés Carmona Romero",3.551.305,1,inOos4383@edubus.ceele,inés3576,2WCmunzRTXNQv7,+56-9-7449-7151,9811,63646,Vacaciones,599660,2026-03-01,2205000,7,"Mail Invalido!"
"Salvador Guajardo Villanueva",18.502.429,6,salvador2100@viajesanma.ceele,saguvi,eICOwZEQ2eq0,"+56 9 6223 9171",990,64954,Vacaciones,599685,2025/04/02,-335000,5,"Mail Invalido!"
"Sr. Óscar Márquez Frías",17694185,,Sr.frOAas@viajesanma.com,sr.714,4Rx9m8wpkTdE,"+56 9 2803 4780",,68355,,,2025-09-06,560000,,"Campo vacio"
"Sr. Norma Menchaca Montero",,3,sr.5243@wass.com,,xTCJxEnzv81e8Et,"+56 9 1566 2104",4891,67938,Aniversario,,2025/02/12,,,"Campo vacio"
,26.202.006,,,maría5822,SLKSV0sha,"+56 9 4531 8414",,70374,"Salida con Familia",599729,2025-08-03,,1,"Campo vacio"
,,0,eloisa6041@edubus.cal,elurro,APw63zRp09GnDkR,,,69942,"Salida con Amigos",,2025-05-01,1096000,8,"Campo vacio"
"Sta. Pedro Mendoza Lugo",,,,sta.8431,ys23LiMj1W,+56-9-4940-5434,,71082,,599760,2025-04-22,-42000,6,"Campo vacio"
"Sta. Pedro Mendoza Lugo",3757951,,,sta.8431,ys23LiMj1W,,1398,71082,,599762,2025-08-10,,6,"Campo vacio"
"Sta. Andrés Nava Saavedra",4274604,,sta.6887@outluc.com,sta.6608,,,1198,,Aniversario,599767,2025-03-14,-216000,,"Campo vacio"
"Ester Mendoza Sisneros",27.846.054,1,,esmesi,,"+56 2 1365 0193",5753,,Aniversario,,2025/01/25,396000,,"Campo vacio"
"Dorotea Gaitán Cabán",17612433,4,dorotea8799@marmol.ceele,dorotea5174,YkIuOqZjY0Q2QI,"+56 9 3360 1534",3311,66314,"Salida con Familia",599792,2025/02/15,556000,4,"Mail Invalido!"
,9425477,,,antonia1508,wFF5k9Nt8,"+56 2 1724 5719",,63929,,599818,2025-02-01,512000,4,"Campo vacio"
"Sta. Andrés Palacios Ybarra",256726,1,sta.944@wass.ceele,stanpayb,bQatqNH9L,"+56 9 5704 6343",5228,65234,"Salida con Amigos",599824,2025/05/17,174000,2,"Mail Invalido!"
,,1,sta.944@@wass.com,stanpayb,bQatqNH9L,+56-9-5704-6343,5228,65234,,599828,,,2,"Campo vacio"
"Sta. Clemente Balderas Limón",12827715,3,stclbali@viajesanma.ceele,stclbali,6S7p2RbeV6zH,+56-9-3305-3710,916,71157,Aniversario,599850,2025-05-13,910000,5,"Mail Invalido!"
"Jorge Villareal Arriaga",2143835,9,jorge7063@tourket.ceele,jorge1368,4f6WViIbYNeB,"+56 9 9056 0081",6472,64015,Vacaciones,599865,2025-03-07,186000,1,"Mail Invalido!"
"Beatriz Bonilla Cano",4022452,1,beboca@marmol.ceele,beatriz2266,pb4QQb923CO,"+56 2 2036 9369",3704,71013,Vacaciones,599906,2025-02-19,845000,5,"Mail Invalido!"
"Rebeca Tamayo Guevara",22908413,5,retagu@viajesanma.ceele,rebeca7894,p5GPORhbgf,"+56 2 3480 5817",7730,69844,"Cena de Trabajo",599910,2025-12-21,623000,7,"Mail Invalido!"
"Ángela Caraballo Bustos",,2,,áncabu,,,,64803,"Salida con Amigos",599923,2025/06/28,-847000,7,"Campo vacio"
"Ángela Caraballo Bustos",10142268,2,Oencabu@@wass.com,áncabu,e4B1v4xh,"+56 9 1532 0117",2870,64803,"Salida con Amigos",599924,2025/02/24,-1316000,7,"Mail Invalido!"
"Esteban Cavazos Mireles",7464032,0,Estebanmireles@viajesanma.ceele,escami,CeRU2NAHMyA91S,"+56 2 9401 3567",4501,65271,Aniversario,599932,2025-03-05,1824000,4,"Mail Invalido!"
"Bernardo Roybal Vigil",25.508.292,2,berovi@@outluc.com,berovi,lkj7ZfLOaWAdt,"+56 9 9176 3224",2093,64229,"Salida con Familia",599935,2025-02-04,225000,5,"Mail Invalido!"
"Fernando Benavídez Nájera",16.173.491,8,febenOe@viajesanma.ceele,,4ADTYXr1oyVtp7z4,,9022,,,599938,2026/10/26,965000,,"Campo vacio"
"Fernando Benavídez Nájera",16173491,8,febenOe@viajesanma.ceele,febená,4ADTYXr1oyVtp7z4,"+56 9 9533 9934",9022,66274,"Cena de Trabajo",599941,2025-03-16,245000,5,"Mail Invalido!"
"Sergio Martínez Leal",16234903,1,sergio5905@outluc.com,sergio1325,Am18OLkEKYoO4d,,,,,,2025-05-19,381000,3,"Campo vacio"
"Julia Holguín Santiago",4.212.864,3,juhosa@outluc.ceele,juhosa,yYpHQHa1z6k,"+56 2 4828 3819",3338,68992,"Cena de Trabajo",599969,2025/03/13,2688000,7,"Mail Invalido!"
,14833925,,,stgrfeto,3ZVCMF5y5wr0b,"+56 9 6798 5631",,66555,"Cena de Trabajo",,2026/02/22,274000,2,"Campo vacio"
"Sancho Espinoza Montoya",23773122,,saesmo@edubus.cal,saesmo,3Y2WcVdA5g7Jct,,,71948,,600041,2025-02-19,,7,"Campo vacio"
"Sr. Hernán Valenzuela Solorzano",23940862,1,Sr.solorzano@@marmol.com,sr.5643,BxaW5mD7x36y,+56-2-4809-1069,2508,66051,Vacaciones,600045,2025-03-10,-504000,4,"Mail Invalido!"
"Pedro Bustos Soria",4.914.433,4,pedro8594@outluc.ceele,pebuso,AgdlssR694J7r3,"+56 2 4390 6311",2258,71350,Aniversario,600072,2025-12-24,-1350000,9,"Mail Invalido!"
"Javier Gamez Ceja",21.438.035,,jagace@outluc.com,javier705,,,1574,64058,,600084,,-3112000,8,"Campo vacio"
"Sr. Yolanda Raya Perea",,9,Sr.perea@outluc.com,Sr.perea,,"+56 2 7167 8147",,69697,,,2025-03-02,700000,10,"Campo vacio"
"Ernesto Terrazas Cano",15364904,9,ernesto7270@tourket.ceele,erteca,WRWdwoxWEm0lg0KK,"+56 2 3328 5120",5992,69180,Aniversario,600123,2025-09-05,140000,1,"Mail Invalido!"
,7942687,3,,bamear,LhQ0zg0plZj1ZiT3,,4153,69719,Aniversario,,,63000,1,"Campo vacio"
"Barbara Mena Arteaga",7942687,,Barbaraarteaga@outluc.com,,,+56-2-8913-7545,,69719,Aniversario,,2025-04-20,274000,1,"Campo vacio"
"Sta. Gustavo Ulloa de Jesús",7878370,2,stguuldeje@marmol.ceele,Sta.jesús,IT3VfEfB,"+56 2 7683 0486",7935,69994,"Cena de Trabajo",600143,2025-07-16,-1251000,9,"Mail Invalido!"
"Alberto Salazar Ibarra",21299069,8,Albertoibarra@edubus.ceele,alberto2277,DoJfqf1tpMMjGuoe,"+56 2 9028 0585",2169,71417,"Salida con Amigos",600155,2025/01/29,408000,4,"Mail Invalido!"
"Victoria Miramontes Olivas",7027587,2,vimiol@viajesanma.com,,,"+56 2 7846 2886",8735,,Vacaciones,,2025/04/04,1310000,,"Campo vacio"
"Pablo Delacrúz Valdés",17470617,4,pablo2148@marmol.ceele,pablo9523,O72T9bDQX6bncXH,"+56 2 6772 8176",5419,62405,"Cena de Trabajo",600196,2025-07-12,690000,5,"Mail Invalido!"
"Sra. Martín Márquez Abreu",26548694,0,sra.2133@@outluc.com,Sra.abreu,msswgRMzItcL4vHu,"+56 2 3923 9410",7707,70390,"Salida con Amigos",600204,2025/02/25,342000,6,"Mail Invalido!"
"Jesús Enríquez Arreola",10151960,0,JesOUsarreola@outluc.ceele,jeenar,pAgqyCxI5LWM,"+56 9 6162 2132",7729,62002,"Salida con Familia",600214,2025-04-05,576000,4,"Mail Invalido!"
"Marcos Lucero Carrasco",2.355.579,,maluca@@wass.com,,DtJi0OYDK9,"+56 9 4214 3425",9555,65450,"Salida con Familia",,2025-02-05,,,"Campo vacio"
"Marcos Lucero Carrasco",2355579,4,maluca@@wass.com,Marcoscarrasco,DtJi0OYDK9,"+56 9 4214 3425",9555,65450,"Salida con Familia",600219,2025-02-04,50000,1,"Mail Invalido!"
"Sr. Ana Luisa Fajardo Llamas",11363388,3,sr.2439@tourket.ceele,Sr.llamas,p6KQKYuaSW0FL6D,+56-9-3106-5518,,,Aniversario,,,580000,,"Mail Invalido!"
"Benito Ibarra Camacho",12475079,2,benito2444@viajesanma.ceele,beibca,YVbW06a9l,"+56 9 0851 3977",1157,68630,Vacaciones,600249,2025-09-14,3000000,10,"Mail Invalido!"
"Sergio Arce Olvera",9792085,0,sergio3673@outluc.ceele,Sergioolvera,jhmLcFP2LEqoX,"+56 2 4739 1163",6083,63920,"Cena de Trabajo",600259,2025-02-26,1010000,10,"Mail Invalido!"
"Carlota Ozuna Naranjo",28528595,0,Carlotanaranjo@@tourket.com,Carlotanaranjo,Es39Wb5Nma,"+56 9 3715 5287",8280,63030,Aniversario,600260,2025-01-03,696000,4,"Mail Invalido!"
,,,Patriciocasillas@outluc.com,Patriciocasillas,VTGvp9idK6NwocPv,+56-9-9081-8298,9303,71430,,600274,,792000,9,"Campo vacio"
"Jaime Bernal Regalado",5330166,,,jabere,sHOW3zPB1a,"+56 2 2990 5738",1856,65919,Vacaciones,,2025-02-08,,,"Campo vacio"
,,9,diego2735@outluc.com,Diegobarajas,,"+56 2 4029 1434",1855,72221,,600319,2025/03/24,552000,,"Campo vacio"
"Sr. Gregorio Gonzales Rojo",25.083.152,8,Sr.rojo@viajesanma.ceele,sr.7047,zxh5uaHYeRr,"+56 2 5497 4506",8589,63540,Vacaciones,600324,2025/03/04,688000,4,"Mail Invalido!"
"Sr. Gregorio Gonzales Rojo",25083152,8,Sr.rojo@@viajesanma.com,sr.7047,zxh5uaHYeRr,+56-2-5497-4506,8589,63540,Vacaciones,600327,2025-07-01,816000,4,"Mail Invalido!"
,28783796,8,lumafe@outluc.ceele,lucia9831,qHUYImrhxr5NIFh,,2072,70769,,600356,,,6,"Campo vacio"
"Sr. Antonia Orellana Alarcón",27886895,8,Sr.alarcOIn@@outluc.com,sr.4242,MT4GVb8b0vRG6,"+56 9 6808 3101",5434,62674,Vacaciones,600366,2025/02/18,567000,9,"Mail Invalido!"
"Julio Tejada Hurtado",,1,julio3196@marmol.com,jutehu,L7jxVx3mIRTgz2,,,,"Salida con Familia",600369,2025-05-03,-360000,,"Campo vacio"
,,,hugo832@viajesanma.com,,18gtZczk,+56-9-7022-1954,2901,71160,"Salida con Amigos",600385,2025-09-30,-840000,,"Campo vacio"
"Joaquín Sepúlveda Jaramillo",1754310,5,JoaquOAnjaramillo@@viajesanma.com,Joaquínjaramillo,q8VUpYkV9L,"+56 9 0756 4745",1704,65004,"Salida con Amigos",600390,2026-01-11,468000,3,"Mail Invalido!"
"Jesús Calderón Flores",24468695,8,jesOUs7398@edubus.ceele,Jesúsflores,08tCdWVgvZCJPGrJ,"+56 2 1997 4953",6279,67228,"Salida con Familia",600427,2025/12/02,1035000,5,"Mail Invalido!"
"Sergio Sauceda Ramos",22571434,7,sergio4771@@edubus.cal,sergio1861,HVnxh5q6Oym2lK,"+56 9 2733 8710",8195,71151,Aniversario,600433,2025-02-08,580000,2,"Mail Invalido!"
"Sr. Rosalia Olivárez Duarte",22.093.583,3,sr.2335@viajesanma.ceele,srrooldu,VPejbVD5mraTn2a,"+56 9 0195 3495",4449,68903,"Cena de Trabajo",600442,2025-01-09,609000,7,"Mail Invalido!"
"Mario Tamayo Delafuente",17.687.379,5,mario3524@outluc.ceele,Mariodelafuente,cGw7OkR33,"+56 2 6653 7947",4510,69675,"Salida con Familia",600473,2026-02-13,481000,1,"Mail Invalido!"
"Lorena León Rosas",21.159.979,0,Lorenarosas@@outluc.com,lorena5552,874iCwSKatCJgsH,"+56 2 8441 4705",6188,62586,Aniversario,600480,2026-03-15,-690000,5,"Mail Invalido!"
"Lorena León Rosas",21.159.979,0,,lorena5552,,,6188,,Aniversario,600485,2025-09-29,355000,,"Campo vacio"
"Daniel Medina Perales",,8,Danielperales@outluc.com,Danielperales,,+56-9-5541-3196,2748,70575,,600507,,,7,"Campo vacio"
"Daniel Medina Perales",,,,Danielperales,y7BkBYoP9fe,"+56 9 5541 3196",,70575,"Salida con Familia",600509,,931000,7,"Campo vacio"
"Ernesto Terrazas Cano",15.364.904,9,ernesto7270@tourket.ceele,erteca,WRWdwoxWEm0lg0KK,"+56 2 3328 5120",5992,70789,"Salida con Amigos",600532,2025-07-26,1360000,10,"Mail Invalido!"
"Isabela Ybarra Loera",2433197,0,isabela7874@tourket.ceele,Isabelaloera,LY3OjCZUTwanR,"+56 2 5164 5228",5497,63992,"Salida con Familia",600548,2025-06-27,-108000,1,"Mail Invalido!"
,,0,isabela7874@tourket.com,Isabelaloera,LY3OjCZUTwanR,"+56 2 5164 5228",5497,,,600549,2025-04-20,-79000,,"Campo vacio"
"Sr. Adriana Perales Esquibel",26459627,0,sradpees@tourket.ceele,sr.2698,rNLeOA4aE,"+56 2 4023 7760",2492,68934,"Salida con Amigos",600570,2025-04-08,1808000,8,"Mail Invalido!"
"Marcos Hernandes Saucedo",9588378,8,marcos8604@wass.ceele,marcos5408,o1PKnDcX9B7fZVqs,+56-2-9103-7175,8134,69092,Aniversario,600583,2025/05/16,1413000,9,"Mail Invalido!"
"Gustavo Pabón Paz",5269554,6,gupapa@@tourket.com,Gustavopaz,g5YpMwV34k7,"+56 2 3226 7856",5988,71932,"Cena de Trabajo",600590,2025/06/07,-1312000,8,"Mail Invalido!"
"Sta. Francisca Rubio Molina",10560903,5,Sta.molina@marmol.ceele,sta.967,4Q3U61PVtRar,"+56 9 8540 4792",1286,72004,"Salida con Familia",600605,2025-01-03,-870000,6,"Mail Invalido!"
"Sta. Francisca Rubio Molina",,,,sta.967,4Q3U61PVtRar,"+56 9 8540 4792",,,"Salida con Familia",600607,2025-01-08,-744000,6,"Campo vacio"
"Sr. Fernando Villa Laureano",9719404,1,Sr.laureano@tourket.ceele,sr.3692,NSubC5eAZqiKdL5g,"+56 9 6783 3059",1411,63121,"Salida con Amigos",600621,2025-06-05,106000,1,"Mail Invalido!"
"Sr. Fernando Villa Laureano",9719404,1,Sr.laureano@@tourket.com,sr.3692,NSubC5eAZqiKdL5g,"+56 9 6783 3059",1411,63121,"Salida con Amigos",600622,2025-05-11,349000,1,"Mail Invalido!"
"Claudia Carbajal Crespo",5463890,,,Claudiacrespo,,,2559,70319,"Salida con Amigos",,2025-09-02,1344000,7,"Campo vacio"
"Diego Osorio Leyva",18.282.182,9,diego1564@viajesanma.ceele,Diegoleyva,H7hsNymcBXw63u,"+56 2 2497 7036",5057,64592,"Salida con Familia",600637,2025/01/24,330000,3,"Mail Invalido!"
,5.574.637,0,midees@tourket.com,,,,3817,,"Cena de Trabajo",600647,2025-01-13,99000,1,"Campo vacio"
"Jorge Luis Duarte Matías",21889753,3,,Jorgematías,tyCT5r7z,,2869,,"Cena de Trabajo",600656,2025/05/19,,,"Campo vacio"
,28532617,6,AlfredoolivOerez@marmol.com,,GJOmK0KHrQ,"+56 9 2330 8044",,69680,Aniversario,600722,2025-01-30,,,"Campo vacio"
"Sra. Irene Oquendo Noriega",,,,sriroqno,,"+56 2 7413 6048",,63947,"Cena de Trabajo",600730,2026-02-19,-798000,3,"Campo vacio"
"Jacobo Adorno Apodaca",18.175.110,0,jaadap@outluc.ceele,Jacoboapodaca,hEDEkyR9DxF,"+56 2 7808 6512",9455,71760,Vacaciones,600743,2025-09-06,528000,6,"Mail Invalido!"
,4885336,,adOen5116@marmol.com,adgoca,F1p39nxT3kcrmrZ,+56-9-1172-0187,,65791,"Salida con Familia",,2025-10-15,652000,,"Campo vacio"
"Sta. Tomás Valdivia Espinoza",12.662.368,2,Sta.espinoza@wass.ceele,sta.8938,Gml8mT05dpeZX7,"+56 2 0192 7019",2360,69008,"Salida con Familia",600826,2025-02-27,1335000,5,"Mail Invalido!"
"Sta. Rafael Montero Irizarry",23015165,2,sta.9750@@viajesanma.com,sta.4525,XU3Os683oSarH,"+56 2 5452 5002",9283,64320,Vacaciones,600850,2025/03/13,1435000,7,"Mail Invalido!"
"Sra. Vicente Serna Méndez",4505689,9,sra.6033@@wass.com,sra.7371,1arAHFxUiOwnQN,"+56 9 6346 8719",526,62688,Vacaciones,600871,2025-01-02,-330000,2,"Mail Invalido!"
"Sara Garza Ulibarri",9856294,0,sara7287@wass.ceele,sagaul,KgTizDOI6Baok5H2,"+56 9 1984 9295",939,66277,"Salida con Amigos",600883,2025-11-22,822000,6,"Mail Invalido!"
"Martín Sandoval Aguirre",9572020,,,,NglXmsrQbQ46,"+56 2 5233 7166",2198,62228,,600888,2025-05-14,,1,"Campo vacio"
"Sancho Escamilla Santacruz",13741840,1,Sanchosantacruz@tourket.ceele,Sanchosantacruz,UW8y5Chl,"+56 9 7560 2181",2925,61400,Aniversario,600936,2025-02-22,1056000,6,"Mail Invalido!"
"Horacio Haro Páez",28986788,0,HoraciopOeez@@edubus.cal,hohapá,2TmvzTdC5,"+56 2 0070 2542",6849,66643,"Cena de Trabajo",600943,2025-02-07,1494000,6,"Mail Invalido!"
